City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,estacion santa engracia,24.0159,-99.2015,66.31,41,75,21.65,MX,1700590787
286,nizhniy ingash,56.2,96.53,2.93,81,30,8.41,RU,1700590787
287,sbiba,35.5433,9.0737,57.65,70,49,15.43,TN,1700590788
288,paciran,-6.8767,112.3761,82.13,77,91,7.2,ID,1700590788
289,kapit,2.0167,112.9333,74.52,99,100,0.58,MY,1700590788
290,jamestown,42.097,-79.2353,37.71,96,100,13.0,US,1700590602
291,as sulayyil,20.4607,45.5779,84.45,35,10,11.54,SA,1700590789
292,inonu,37.3167,33.7667,42.35,43,45,4.88,TR,1700590789
293,rifle,39.5347,-107.7831,47.37,53,0,1.99,US,1700590790
294,kharp,66.8014,65.8081,-3.06,94,12,4.41,RU,1700590790
295,damoh,23.8333,79.45,65.57,55,0,2.26,IN,1700590790
296,mao,39.8885,4.2658,57.76,77,20,6.91,ES,1700590791
297,benguela,-12.5763,13.4055,78.26,86,70,8.86,AO,1700590791
298,hilo,19.7297,-155.09,76.12,79,100,3.44,US,1700590792
299,xilin hot,43.9667,116.0333,23.31,92,92,4.07,CN,1700590792
300,jarabacoa,19.1218,-70.6422,81.68,57,45,4.68,DO,1700590792
301,segezha,63.7415,34.3222,6.4,98,62,6.31,RU,1700590792
302,isla aguada,18.7833,-91.4667,84.24,76,1,2.93,MX,1700590793
303,nacozari viejo,30.4,-109.65,57.7,27,0,30.82,MX,1700590793
304,cabedelo,-6.9811,-34.8339,86.67,69,38,15.73,BR,1700590793
305,oroqen zizhiqi,50.5667,123.7167,11.07,87,94,2.64,CN,1700590794
306,vuktyl,63.8567,57.3094,8.11,95,99,4.0,RU,1700590794
307,talakan,50.3167,130.3667,13.3,87,81,5.06,RU,1700590794
308,codrington,-38.2667,141.9667,56.39,71,78,12.12,AU,1700590795
309,floro,61.5996,5.0328,41.97,60,75,14.97,NO,1700590795
310,labytnangi,66.6572,66.4183,-11.31,97,23,3.31,RU,1700590796
311,turkmenabat,39.0733,63.5786,58.98,100,100,9.22,TM,1700590796
312,vadso,70.0744,29.7487,19.56,73,20,6.91,NO,1700590796
313,beinamar,8.6698,15.3813,80.78,32,97,2.28,TD,1700590797
314,tralee,52.2704,-9.7026,48.45,93,20,3.44,IE,1700590797
315,navas,41.8977,1.8742,56.57,72,7,6.67,ES,1700590797
316,uglegorsk,49.0833,142.0333,36.59,67,34,9.35,RU,1700590798
317,bang len,14.0219,100.1718,78.75,84,83,6.29,TH,1700590798
318,beyneu,45.3167,55.2,43.16,86,100,30.24,KZ,1700590798
319,zimapan,20.75,-99.35,51.71,95,100,7.87,MX,1700590799
320,recani,31.2846,-4.2688,69.51,17,100,7.11,MA,1700590799
321,ar rutbah,33.0381,40.2848,54.05,44,3,6.53,IQ,1700590800
322,andkhoy,36.9529,65.1238,70.75,18,74,4.81,AF,1700590800
323,brisas de zicatela,15.8369,-97.0419,86.52,54,40,10.36,MX,1700590801
324,ndende,-2.4008,11.3581,74.91,96,99,2.82,GA,1700590801
325,opuwo,-18.0607,13.84,85.86,27,56,9.86,NA,1700590801
326,tarawa,1.419,172.984,80.69,89,20,6.91,KI,1700590802
327,cartagena,10.3997,-75.5144,82.02,83,40,6.91,CO,1700590802
328,tsiombe,-25.3,45.4833,75.87,75,0,14.54,MG,1700590803
329,kittila,67.6647,24.8936,-20.06,76,75,2.3,FI,1700590803
330,cole harbour,44.6724,-63.4751,37.96,60,20,13.8,CA,1700590804
331,alta,69.9689,23.2717,16.86,80,0,11.5,NO,1700590804
332,bardai,11.65,7.2333,74.32,24,100,7.09,NG,1700590805
333,monteagudo,-19.8167,-63.9833,94.19,31,57,9.22,BO,1700590805
334,sur,22.5667,59.5289,77.77,64,97,3.02,OM,1700590806
335,nassau,40.7507,-73.5829,46.92,66,40,16.11,US,1700590806
336,priob'ye,62.5206,65.5964,15.03,94,100,13.89,RU,1700590807
337,springbok,-29.6643,17.8865,60.82,63,47,3.98,ZA,1700590807
338,alice springs,-23.7,133.8833,74.75,46,99,6.91,AU,1700590808
339,sao tome,0.3365,6.7273,80.37,82,63,11.59,ST,1700590808
340,guapiles,10.2159,-83.7866,89.24,60,50,3.87,CR,1700590809
341,port pirie,-33.1833,138.0167,55.47,82,13,10.22,AU,1700590809
342,sinabang,2.4803,96.3801,77.4,88,100,3.8,ID,1700590810
343,muroto-misakicho,33.2833,134.15,60.37,73,1,3.8,JP,1700590810
344,afaahiti,-17.75,-149.2833,76.87,85,98,20.4,PF,1700590811
345,guerrero negro,27.9769,-114.0611,77.11,32,0,16.75,MX,1700590811
346,belmonte,-15.8631,-38.8828,81.32,66,100,10.51,BR,1700590812
347,yung shue wan,22.2333,114.1167,70.63,79,5,11.74,HK,1700590812
348,ji'an,27.1172,114.9793,58.33,74,0,1.52,CN,1700590813
349,sangueya,10.7,-14.3667,83.7,67,16,6.87,GN,1700590813
350,shahr-e babak,30.1165,55.1186,52.16,63,35,12.39,IR,1700590814
351,songjianghe,42.1859,127.479,28.08,94,52,4.65,CN,1700590814
352,tangermunde,52.5446,11.9765,37.85,83,100,9.98,DE,1700590815
353,zakynthos,37.7914,20.8953,65.52,82,75,10.36,GR,1700590815
354,tofol,5.3248,163.0078,83.17,78,37,16.2,FM,1700590815
355,westport,41.1415,-73.3579,46.38,66,75,14.97,US,1700590816
356,baiti,13.745,-14.7482,96.62,13,67,10.29,SN,1700590816
357,alba,52.0324,23.1165,26.6,94,99,11.41,PL,1700590817
358,chengdu,30.6667,104.0667,57.85,76,100,2.24,CN,1700590817
359,hirara,24.8,125.2833,68.27,83,40,8.05,JP,1700590817
360,xinyuan,37.3,99.0,24.73,32,0,27.18,CN,1700590818
361,melfi,40.9965,15.6514,58.5,77,100,5.44,IT,1700590818
362,ascension,30.2169,-90.9001,69.01,87,100,8.05,US,1700590819
363,tres arroyos,-38.3739,-60.2798,78.71,14,84,17.36,AR,1700590820
364,tromso,69.6496,18.957,28.42,64,0,17.27,NO,1700590820
365,la ronge,55.1001,-105.2842,17.85,53,100,5.75,CA,1700590821
366,campoverde,-8.4753,-74.8058,83.89,67,100,1.52,PE,1700590821
367,ankazoabo,-22.2833,44.5167,82.89,42,76,8.75,MG,1700590822
368,baishan,41.9431,126.4286,35.2,96,99,2.89,CN,1700590822
369,qujing,25.4833,103.7833,47.8,90,100,2.55,CN,1700590823
370,novyy urgal,51.0736,132.5642,8.46,97,35,2.15,RU,1700590823
371,huarmey,-10.0681,-78.1522,74.46,73,88,11.12,PE,1700590735
372,benesov,49.7816,14.687,44.04,93,84,8.52,CZ,1700590824
373,dzhetygara,52.1908,61.2006,31.82,70,100,17.22,KZ,1700590825
374,souillac,-20.5167,57.5167,79.18,89,40,8.05,MU,1700590825
375,chegdomyn,51.1167,133.0167,11.35,96,88,2.26,RU,1700590826
376,vilyuysk,63.7553,121.6247,-24.09,98,94,5.5,RU,1700590826
377,uyuni,-20.4597,-66.825,65.32,9,100,13.89,BO,1700590826
378,masvingo,-20.0637,30.8277,82.26,30,9,8.57,ZW,1700590827
379,zouerate,22.7187,-12.4521,81.0,11,92,9.64,MR,1700590827
380,el ksour,35.8961,8.8849,54.57,82,84,12.82,TN,1700590828
381,lugovoye,42.9094,72.7178,53.44,39,74,7.72,KZ,1700590828
382,muli,2.9167,73.5667,80.4,83,100,11.9,MV,1700590829
383,st. catharines,43.1668,-79.2496,40.05,94,100,12.66,CA,1700590613
384,sosnovo-ozerskoye,52.5249,111.5418,9.45,69,100,9.24,RU,1700590830
385,khandyga,62.6667,135.6,-4.16,97,100,6.35,RU,1700590830
386,bure,10.7,37.0667,59.32,88,79,5.17,ET,1700590831
387,maiurno,13.4167,33.6667,84.2,21,32,9.75,SD,1700590642
388,tieli,46.95,128.05,27.95,93,100,2.75,CN,1700590832
389,belokurikha,51.9959,84.9896,15.69,91,49,4.21,RU,1700590832
390,fort irwin,35.2627,-116.6848,58.53,23,0,0.0,US,1700590833
391,nova olinda do norte,-3.8881,-59.0942,91.11,52,78,2.35,BR,1700590833
392,sao jose da coroa grande,-8.8978,-35.1478,82.4,67,38,12.64,BR,1700590834
393,keflavik,64.0049,-22.5624,41.43,65,75,46.04,IS,1700590834
394,petropavlovsk-kamchatsky,53.0452,158.6483,20.44,79,0,14.0,RU,1700590835
395,tamanrasset,22.785,5.5228,66.11,14,0,11.5,DZ,1700590835
396,holualoa,19.6228,-155.9522,76.78,78,40,4.61,US,1700590836
397,port arthur,38.8,121.2667,53.82,83,1,13.09,CN,1700590734
398,san antonio de pale,-1.4014,5.6325,80.76,82,69,11.88,GQ,1700590837
399,siuna,13.7332,-84.7773,84.54,68,49,1.72,NI,1700590837
400,fortuna,40.5982,-124.1573,57.92,80,0,5.75,US,1700590628
401,salinopolis,-0.6136,-47.3561,85.55,68,84,13.13,BR,1700590838
402,callao,-12.0667,-77.15,73.69,60,0,12.66,PE,1700590838
403,siem reap,13.5,104.0,73.2,83,94,2.89,KH,1700590839
404,hudson,40.7168,-74.0663,48.02,65,100,18.99,US,1700590321
405,abra pampa,-22.7205,-65.697,73.0,20,99,5.68,AR,1700590839
406,pacasmayo,-7.4006,-79.5714,72.95,75,94,14.79,PE,1700590840
407,kitale,1.0157,35.0062,59.31,93,97,2.48,KE,1700590840
408,mantua,45.1667,10.7833,55.35,81,100,5.01,IT,1700590840
409,teknaf,20.8624,92.3058,76.08,83,84,7.83,BD,1700590841
410,yarmouth,41.7057,-70.2286,44.01,54,75,8.05,US,1700590647
411,suntar,62.1444,117.6319,-9.62,97,100,5.53,RU,1700590841
412,ubatuba,-23.4339,-45.0711,79.34,84,83,6.04,BR,1700590842
413,abadeh,31.1608,52.6506,46.09,44,4,13.69,IR,1700590842
414,coari,-4.085,-63.1414,95.02,40,59,2.28,BR,1700590843
415,atafu village,-8.5421,-172.5159,84.36,74,99,16.93,TK,1700590843
416,hobyo,5.3505,48.5268,82.87,71,93,14.92,SO,1700590843
417,tazacorte,28.629,-17.9293,83.37,20,0,13.8,ES,1700590843
418,singarayakonda,15.25,80.0333,77.67,89,100,10.2,IN,1700590844
419,dickinson,29.4608,-95.0513,61.16,64,75,21.85,US,1700590727
420,emerald,-23.5333,148.1667,69.35,92,99,8.52,AU,1700590844
421,undurkhaan,47.3194,110.6556,12.83,98,100,3.67,MN,1700590845
422,el obeid,13.1842,30.2167,77.54,21,77,8.84,SD,1700590845
423,tazovsky,67.4667,78.7,-19.41,100,50,4.18,RU,1700590846
424,medvezh'yegorsk,62.9167,34.4667,11.39,95,45,4.09,RU,1700590846
425,saldanha,-33.0117,17.9442,61.25,81,7,8.19,ZA,1700590847
426,bandarbeyla,9.4942,50.8122,80.85,80,11,11.77,SO,1700590847
427,ponta delgada,37.7333,-25.6667,70.2,83,20,21.85,PT,1700590847
428,weno,7.4515,151.8468,80.55,89,75,4.61,FM,1700590848
429,badiyah,22.45,58.8,74.86,62,81,7.25,OM,1700590848
430,gornyye klyuchi,45.25,133.5,31.26,98,94,0.87,RU,1700590849
431,harper,4.375,-7.7169,81.09,82,86,6.89,LR,1700590849
432,morehead city,34.7229,-76.726,72.03,73,0,18.41,US,1700590849
433,riversdale,18.1659,-76.9642,87.15,65,38,5.59,JM,1700590850
434,olyokminsk,60.3736,120.4264,0.12,90,100,7.54,RU,1700590850
435,axim,4.8699,-2.2405,80.83,82,73,7.43,GH,1700590588
436,vorkuta,67.5,64.0,-6.95,100,92,6.29,RU,1700590851
437,brentwood estates,36.0251,-86.7792,58.39,91,100,8.05,US,1700590851
438,aden,12.7794,45.0367,80.92,74,12,11.56,YE,1700590851
439,freeport,40.6576,-73.5832,47.25,65,40,18.41,US,1700590851
440,acton,51.509,-0.2762,50.34,87,75,7.0,GB,1700590852
441,roma,43.2128,-75.4557,37.81,55,100,12.66,US,1700590852
442,yanchep,-31.55,115.6833,78.93,34,25,16.69,AU,1700590852
443,ivins,37.1686,-113.6794,53.13,45,0,1.01,US,1700590674
444,gebeit,21.0667,36.3167,70.56,58,0,8.5,SD,1700590853
445,newbiggin-by-the-sea,55.1853,-1.5147,41.99,90,20,3.44,GB,1700590853
446,caleta de carquin,-11.0925,-77.6267,73.24,72,60,11.41,PE,1700590854
447,joao camara,-5.5375,-35.8197,87.64,47,86,15.35,BR,1700590854
448,quatre cocos,-20.2078,57.7625,79.09,82,100,11.77,MU,1700590854
449,susuman,62.7833,148.1667,-29.24,89,76,2.26,RU,1700590854
450,badagry,6.4167,2.8833,81.9,85,89,9.57,NG,1700590855
451,linhares,-19.3911,-40.0722,93.06,34,81,11.77,BR,1700590855
452,san luis de la loma,17.2706,-100.8939,85.44,69,7,6.29,MX,1700590855
453,salekhard,66.53,66.6019,-14.64,100,43,2.93,RU,1700590856
454,chernomorskoye,45.5039,32.6997,51.55,80,100,7.7,UA,1700590856
455,shingu,33.7333,135.9833,50.94,88,0,4.41,JP,1700590857
456,brookings,44.3114,-96.7984,35.1,59,0,19.57,US,1700590665
457,minchianabad,30.163,73.5685,64.98,30,1,3.09,PK,1700590857
458,sidmouth,50.6909,-3.2397,50.86,81,75,11.5,GB,1700590858
459,paita,-5.0892,-81.1144,76.06,70,98,12.62,PE,1700590858
460,mananara,-16.1667,49.7667,74.21,90,14,5.1,MG,1700590858
461,sona,45.4388,10.8255,53.85,66,40,10.36,IT,1700590859
462,wad medani,14.4012,33.5199,82.35,22,25,9.4,SD,1700590859
463,cill airne,52.05,-9.5167,48.25,93,20,3.44,IE,1700590859
464,rongelap,11.1635,166.8941,81.3,69,65,19.71,MH,1700590860
465,iquique,-20.2208,-70.1431,71.64,66,28,6.82,CL,1700590684
466,ha'il,27.5219,41.6907,59.02,63,0,4.61,SA,1700590860
467,tosontsengel,48.7567,98.2839,-14.4,96,56,1.68,MN,1700590861
468,tete,-16.1564,33.5867,91.49,43,40,10.36,MZ,1700590861
469,princeville,45.7668,-61.2985,37.6,66,100,10.36,CA,1700590862
470,lazaro cardenas,17.9583,-102.2,84.96,68,58,5.73,MX,1700590703
471,nemuro,43.3236,145.575,48.15,76,30,16.51,JP,1700590863
472,kerman,30.2832,57.0788,55.26,54,0,6.91,IR,1700590863
473,praya,14.9215,-23.5087,82.94,69,75,9.22,CV,1700590864
474,kenora,49.8167,-94.4337,25.77,63,75,11.5,CA,1700590864
475,mooloolaba,-26.6833,153.1167,72.05,92,99,1.01,AU,1700590865
476,ust-tsilma,65.441,52.1498,-2.43,100,84,2.42,RU,1700590761
477,tinogasta,-28.0632,-67.5649,95.72,23,20,15.66,AR,1700590865
478,izyum,49.2088,37.2485,7.29,97,13,3.96,UA,1700590866
479,hermosillo,29.0667,-110.9667,82.31,18,0,27.63,MX,1700590867
480,korla,41.7597,86.1469,38.07,49,70,1.9,CN,1700590867
481,lerwick,60.1545,-1.1494,48.2,85,100,27.6,GB,1700590868
482,harrismith,-28.2728,29.1295,65.52,54,96,6.85,ZA,1700590836
483,pacific grove,36.6177,-121.9166,66.54,57,0,5.01,US,1700590869
484,hammerfest,70.6634,23.6821,25.25,54,0,2.3,NO,1700590869
485,zabaykal'sk,49.6333,117.3167,11.68,83,100,4.0,RU,1700590870
486,kerikeri,-35.2268,173.9474,59.92,92,100,4.09,NZ,1700590870
487,nyaunglebin,17.95,96.7333,72.77,92,9,4.29,MM,1700590871
488,suva,-18.1416,178.4415,67.48,94,20,0.0,FJ,1700590871
489,yurimaguas,-5.9,-76.0833,86.16,70,40,4.61,PE,1700590872
490,tindouf,27.6711,-8.1474,75.65,15,0,6.91,DZ,1700590872
491,imbituba,-28.24,-48.6703,79.39,69,7,11.92,BR,1700590873
492,stornoway,58.2093,-6.3865,51.76,85,100,17.27,GB,1700590873
493,mata-utu,-13.2816,-176.1745,82.74,70,87,15.64,WF,1700590874
494,forster,-32.1667,152.5167,67.28,100,80,7.11,AU,1700590874
495,xiaoweizhai,26.1903,107.5125,54.16,89,66,2.57,CN,1700590875
496,waingapu,-9.6567,120.2641,80.6,72,28,5.19,ID,1700590875
497,kyren,51.6828,102.1408,9.95,71,99,5.99,RU,1700590876
498,nizhneudinsk,54.9076,99.0276,3.99,70,52,7.38,RU,1700590877
499,bangar,16.8936,120.4243,75.99,77,100,3.67,PH,1700590877
500,vila velha,-20.3297,-40.2925,85.95,78,40,13.8,BR,1700590877
501,kupang,-10.1667,123.5833,78.37,66,68,4.92,ID,1700590878
502,gonabad,34.3529,58.6837,59.0,37,13,4.18,IR,1700590879
503,menen,50.7972,3.1225,51.04,85,79,6.69,BE,1700590879
504,tannum sands,-23.9504,151.3693,75.09,88,40,3.44,AU,1700590880
505,ugoofaaru,5.6667,73.0,83.55,74,100,6.64,MV,1700590880
506,aioun,16.6614,-9.6149,85.84,10,56,10.74,MR,1700590881
507,ust'-ilimsk,58.0006,102.6619,-0.38,86,100,9.44,RU,1700590881
508,tchintabaraden,15.8969,5.7985,81.05,17,25,7.94,NE,1700590882
509,dwarka,22.2394,68.9678,80.44,60,0,8.3,IN,1700590882
510,brazzaville,-4.2658,15.2832,74.16,95,100,1.88,CG,1700590883
511,usinsk,65.9939,57.5281,3.07,99,84,4.0,RU,1700590883
512,egilsstadir,65.2653,-14.3948,40.91,60,20,21.85,IS,1700590884
513,kosonsoy,41.2561,71.5508,46.96,25,89,2.86,UZ,1700590885
514,conceicao do araguaia,-8.2578,-49.2647,93.76,45,99,3.51,BR,1700590885
515,qui nhon,13.7667,109.2333,71.65,85,88,6.49,VN,1700590886
516,mawlaik,23.6333,94.4167,66.43,97,79,1.32,MM,1700590886
517,villa santa rita,-34.6108,-58.481,78.06,38,0,9.22,AR,1700590887
518,cartagena del chaira,1.3349,-74.8429,91.17,50,100,4.47,CO,1700590651
519,sao gabriel da cachoeira,-0.1303,-67.0892,91.2,62,40,4.61,BR,1700590888
520,arteche,12.2645,125.4048,77.76,92,100,2.73,PH,1700590888
521,achit,56.7985,57.8994,28.6,86,100,8.57,RU,1700590889
522,zakamensk,50.3741,103.2863,4.14,81,100,5.35,RU,1700590889
523,cockburn town,21.4612,-71.1419,79.97,73,21,23.89,TC,1700590890
524,mount darwin,-16.7725,31.5838,81.91,45,21,4.27,ZW,1700590890
525,langepas,61.2544,75.2124,13.95,92,100,7.4,RU,1700590891
526,balykchy,42.4557,76.1861,41.22,63,13,2.28,KG,1700590891
527,belle fourche,44.6714,-103.8522,55.51,32,6,8.1,US,1700590892
528,zahedan,29.4963,60.8629,62.51,51,0,6.91,IR,1700590892
529,bogotol,56.2078,89.5342,5.11,89,8,3.31,RU,1700590894
530,kualakapuas,-3.0091,114.3876,77.76,90,99,2.68,ID,1700590894
531,sann,26.0418,68.1378,72.12,27,53,2.28,PK,1700590895
532,solleftea,63.1667,17.2667,19.26,98,86,2.86,SE,1700590895
533,bodaybo,57.8506,114.1933,-7.33,100,99,0.56,RU,1700590896
534,merida,20.9667,-89.6167,88.02,58,75,9.22,MX,1700590896
535,yaren,-0.5472,166.916,82.51,76,90,6.64,NR,1700590897
536,walvis bay,-22.9575,14.5053,65.08,78,46,18.52,NA,1700590897
537,pitimbu,-7.4706,-34.8086,86.59,68,23,14.54,BR,1700590898
538,sovetskaya gavan',48.9723,140.2878,31.1,89,20,12.84,RU,1700590898
539,klyuchi,52.2667,79.1667,17.02,78,10,11.48,RU,1700590899
540,alamogordo,32.8995,-105.9603,54.21,45,0,8.05,US,1700590898
541,smithers,54.7804,-127.1743,35.92,93,75,4.61,CA,1700590900
542,oum hadjer,13.2954,19.6966,85.19,19,91,9.13,TD,1700590901
543,strezhevoy,60.7333,77.5889,9.97,97,100,5.01,RU,1700590901
544,berastagi,3.1929,98.5092,61.61,97,100,3.83,ID,1700590902
545,shakiso,5.75,38.9167,59.72,91,42,2.89,ET,1700590902
546,pittsburg,38.028,-121.8847,61.66,67,0,4.0,US,1700590382
547,okhotsk,59.3833,143.3,3.58,74,100,10.56,RU,1700590903
548,rio grande,-32.035,-52.0986,102.31,56,7,7.18,BR,1700590904
549,port shepstone,-30.7414,30.455,73.92,71,70,4.63,ZA,1700590904
550,amga,60.8953,131.9608,-5.37,92,100,9.31,RU,1700590905
551,niafunke,15.9322,-3.9906,85.55,10,25,10.54,ML,1700590905
552,hachinohe,40.5,141.5,47.05,79,0,12.55,JP,1700590906
553,polonnaruwa,7.9333,81.0,76.1,94,99,1.83,LK,1700590906
554,morecambe,54.0684,-2.8611,46.4,79,90,1.01,GB,1700590906
555,seferihisar,38.1969,26.839,68.85,62,100,14.67,TR,1700590907
556,daru,-9.0763,143.2092,79.88,87,81,8.75,PG,1700590908
557,mahibadhoo,3.7833,72.9667,81.32,78,100,3.58,MV,1700590908
558,taksimo,56.3444,114.8794,-4.29,86,84,2.04,RU,1700590909
559,adrar,20.5022,-10.0711,78.98,13,98,8.61,MR,1700590909
560,maragogi,-9.0122,-35.2225,82.72,66,41,12.39,BR,1700590910
561,tbeng meanchey,13.8167,104.9667,71.31,90,100,2.01,KH,1700590910
562,gaozhou,21.9392,110.8461,64.31,89,0,4.45,CN,1700590911
563,montego bay,18.4712,-77.9188,85.8,66,20,21.85,JM,1700590909
564,saint-francois,46.4154,3.9054,46.65,94,100,6.91,FR,1700590911
565,beau vallon,-20.4189,57.6953,79.21,89,40,8.05,MU,1700590912
566,havre,49.5833,0.3333,51.57,87,100,10.36,FR,1700590913
567,aswan,24.0934,32.907,71.82,34,17,10.11,EG,1700590913
568,matoury,4.8483,-52.3317,89.56,62,40,11.5,GF,1700590914
569,sydney,-33.8679,151.2073,67.71,82,100,6.91,AU,1700590646
570,asau,46.4333,26.4,42.28,88,69,3.06,RO,1700590915
571,north tamworth,-31.0778,150.9261,64.51,94,75,3.44,AU,1700590917
572,gur'yevsk,54.2833,85.9333,10.15,87,30,3.74,RU,1700590917
